CODPRO;NOMEPRO;DESCPROCORTAM;ESTPROCORTAM;PRCOMPRAPRO;PRVENDAPRO;DTCADPRO;;;
108.267;CAMISA MASC M/L ESTAMPADA SLIM FIT VR;VINHO - 2;1;149,04;358,99;03.03.2018;; R$ 149,04 ;358,99
114.817;VESTIDO FEM CURTO LISTRADO COLCCI;PRETO - 42;1;402,93;905;05.06.2019;; R$ 402,93 ;905
109.165;CAMISA FEM ML ESTAAMPADA PATBO;BEGE - 40;1;316,67;769;23.04.2018;; R$ 316,67 ;769
117.474;SAIA FEM MIDI PLISSADA LISTRA FINA BRANCO APARTAMENTO03;PRETO - 38;1;686;1.645,99;16.03.2020;; R$ 686,00 ;1645,99
104.552;CAMISA FEM ML BABADO PATBO;ROSE - 42;1;427,27;949,01;26.01.2017;; R$ 427,27 ;949,01
113.477;CALCA MASC POWER SLIM BOLSO FACA ELLUS;VERDE MILITAR - 38;1;149,9;368,99;15.02.2019;; R$ 149,90 ;368,99
113.477;CALCA MASC POWER SLIM BOLSO FACA ELLUS;VERDE MILITAR - 40;1;149,9;368,99;15.02.2019;; R$ 149,90 ;368,99
106.891;BERMUDA MASC MOLETOM ESTAMPA LOGO CALVIN KLEIN;PRETO - P;1;126,82;279;29.09.2017;; R$ 126,82 ;279
104.836;BLUSA FEM REGATA BASICA FARM;VERDE CLARO - P;1;48,06;109;20.02.2017;; R$ 48,06 ;109
104.533;VESTIDO FEM REGATA MIDI LISTRADO RIBANNA LITT;VERDE - PP;1;89;219;25.01.2017;; R$ 89,00 ;219
113.669;TOP FEM BOJO BORDADO BEACHWEAR PATBO;ROSA - 38;1;233,33;569;06.03.2019;; R$ 233,33 ;569
104.582;BLUSA FEM REGATA GOLINHA LASTEX LITT;PRETO - 40;1;135;329;03.02.2017;; R$ 135,00 ;329
108.045;BLUSA FEM M/L FAIXA DECOTE V ZIMMER SPEZZATO;PRETO - P;1;149;339;14.02.2018;; R$ 149,00 ;339
106.405;BRINCO FEM LONGO PEDRAS DONAIRE;PRETO - UN;1;150;329;23.06.2017;; R$ 150,00 ;329
113.716;CAMISETA MASC MC POLO DET GOLA ELLUS;AZUL - G;1;59,9;149;08.03.2019;; R$ 59,90 ;149
105.448;VESTIDO FEM TULI FENDA ATRAZ PATBO;ROSE - 40;1;895,45;1.979,03;20.03.2017;; R$ 895,45 ;1979,03
113.716;CAMISETA MASC MC POLO DET GOLA ELLUS;AZUL - M;2;59,9;149;08.03.2019;; R$ 119,80 ;298
107.838;CASACO FEM CURTO BOTOES GOLA PELO;PRETO - 36;2;228;559,01;08.01.2018;; R$ 456,00 ;1118,02
104.575;SAIA FEM MIDI DET. ZIPER PATBO;CHUMBO - 34;1;450;999;01.02.2017;; R$ 450,00 ;999
113.336;CAMISETA MASC MC COTTON RETROCOLOR ELLUS;ROSA - P;1;64,9;159;06.02.2019;; R$ 64,90 ;159
104.836;BLUSA FEM REGATA BASICA FARM;VERMELHO - P;1;48,06;109;20.02.2017;; R$ 48,06 ;109
108.001;BLUSA FEM M/L TRICO PEDRAS NECK ELLUS;OFF WHITE - P;1;231,14;559;07.02.2018;; R$ 231,14 ;559
117.020;CALCA MASC MALHA LISTRA VR;PRETO - 38;1;219,86;529,01;14.02.2020;; R$ 219,86 ;529,01
125.278;SHORT FEM PALA PESPONTADOS SCLUB;ROSA - G;1;349,9;849;18.10.2021;; R$ 349,90 ;849
104.932;BLUSA FEM ML PULLOVER SWEATER PLUSH PATRICIA AZZ;OFF WHITE - P;2;86,29;199;23.02.2017;; R$ 172,58 ;398
114.820;BLUSA MASC ML LISTRADA ELLUS;PRETO - M;2;89,9;219;05.06.2019;; R$ 179,80 ;438
106.071;JAQUETA PARKA FEM COMCAPUS E COLETE LIZIANE RICHTER;VERDE - 38;1;1.689,00;3.719,01;03.05.2017;; R$ 1.689,00 ;3719,01
114.820;BLUSA MASC ML LISTRADA ELLUS;PRETO - G;1;89,9;219;05.06.2019;; R$ 89,90 ;219
114.820;BLUSA MASC ML LISTRADA ELLUS;PRETO - P;1;89,9;219;05.06.2019;; R$ 89,90 ;219
104.588;CALCA MASC SKINNY DOWA JOHN JOHN;JEANS - 36;1;167,27;367,99;03.02.2017;; R$ 167,27 ;367,99
104.984;CARDIGAN FEM ML TRICOT LONGUETE CANELADO MAS ANIMALE;OFF WHITE - P;1;180,91;419,01;03.03.2017;; R$ 180,91 ;419,01
114.821;CALCA MASC CHINO COLOR BOLSO FACA VR;MARINHO - 42;1;148,47;359;06.06.2019;; R$ 148,47 ;359
107.720;BOLSA FEM NEUTRAL COURO GRANDE ALCA LATERAL AREZZO;AZUL - UN;1;299,95;669,01;12.12.2017;; R$ 299,95 ;669,01
105.382;SAPATO FEM SALTO ALTO VERNIZES SCHUTZ;NUDI - 34;1;204,65;440;17.03.2017;; R$ 204,65 ;440
104.534;BODY FEM ML LISTRADO RIBANNA LITT;VERDE - P;1;97;239;25.01.2017;; R$ 97,00 ;239
104.612;CALCA MASC CHINO ALGODAO/ ELASTANO VR;BORDO - 42;1;174,8;389;07.02.2017;; R$ 174,80 ;389
104.672;CAMISA MASC ML DENIM FT ESTAMPADA VR;VERDE PETROLEO - GG;1;142,38;319;13.02.2017;; R$ 142,38 ;319
104.534;BODY FEM ML LISTRADO RIBANNA LITT;VERDE - G;1;97;239;25.01.2017;; R$ 97,00 ;239
104.552;CAMISA FEM ML BABADO PATBO;ROSE - 34;1;427,27;949,01;26.01.2017;; R$ 427,27 ;949,01
104.552;CAMISA FEM ML BABADO PATBO;ROSE - 38;1;427,27;949,01;26.01.2017;; R$ 427,27 ;949,01
104.554;VESTIDO FEM ML CURTO ALFAIATARIA EST. BAROQUE LITT;PRETO - 38;1;347;839,01;27.01.2017;; R$ 347,00 ;839,01
104.555;CALCA FEM PANTACOURT ROYALE LITT;AZUL CLARO - 38;1;169;409;27.01.2017;; R$ 169,00 ;409
104.553;SAIA FEM MIDI ESTAMPADA PATBO;PRETO/OFFWITE - 36;1;545,45;1.208,99;26.01.2017;; R$ 545,45 ;1208,99
104.555;CALCA FEM PANTACOURT ROYALE LITT;AZUL CLARO - 40;1;169;409;27.01.2017;; R$ 169,00 ;409
104.555;CALCA FEM PANTACOURT ROYALE LITT;AZUL CLARO - 42;1;169;409;27.01.2017;; R$ 169,00 ;409
104.556;BLUSA FEM MC BABADO LACO POA LITT;OFF WHITE - 36;1;135;329;27.01.2017;; R$ 135,00 ;329
104.557;VESTIDO FEM LONGO GOLA TASEX EST. POA LITT;AZUL CARBONO - 38;1;269;648,99;27.01.2017;; R$ 269,00 ;648,99
104.558;VESTIDO FEM MC CURTO BABADO EST. POA LITT;OFF WHITE - 38;1;209;509;27.01.2017;; R$ 209,00 ;509
104.559;BLUSA FEM CROPPED ML CIGANINHA CJ C/TOP DREAM LITT;PRETO - 40;1;185;449;27.01.2017;; R$ 185,00 ;449
104.559;BLUSA FEM CROPPED ML CIGANINHA CJ C/TOP DREAM LITT;PRETO - 36;1;185;449;27.01.2017;; R$ 185,00 ;449
104.559;BLUSA FEM CROPPED ML CIGANINHA CJ C/TOP DREAM LITT;PRETO - 38;1;185;449;27.01.2017;; R$ 185,00 ;449
104.551;CALCA FEM BICOLOR PATBO;PRETO - 38;2;545,45;1.208,99;26.01.2017;; R$ 1.090,90 ;2417,98
104.561;VESTIDO FEM ML CURTO BABADO BICOLOR PATBO;PRETO - 40;1;864,64;1.909,00;27.01.2017;; R$ 864,64 ;1909
104.560;VESTIDO FEM MC MIDI 3 CORES PATBO;PRETO - 42;1;818,18;1.809,00;27.01.2017;; R$ 818,18 ;1809
104.560;VESTIDO FEM MC MIDI 3 CORES PATBO;PRETO - 38;1;818,18;1.809,00;27.01.2017;; R$ 818,18 ;1809
104.562;BODY FEM FRENTE UN PATBO;PRETO/DOURADO - 40;1;313,64;699,01;27.01.2017;; R$ 313,64 ;699,01
104.567;VESTIDO FEM CURTO ML CREPE C/BOTAO NO OMBRO SKAZI;MARINHO - P;1;399,9;889,02;28.01.2017;; R$ 399,90 ;889,02
104.563;BLUSA FEM CROPPED ML PATBO;PRETO - 38;1;727,27;1.609,01;27.01.2017;; R$ 727,27 ;1609,01
104.567;VESTIDO FEM CURTO ML CREPE C/BOTAO NO OMBRO SKAZI;MARINHO - M;1;399,9;889,02;28.01.2017;; R$ 399,90 ;889,02
104.564;VESTIDO FEM REGATA MIDI BABADO PATBO;PRETO/BRANCO - 38;1;904,54;1.999,03;27.01.2017;; R$ 904,54 ;1999,03
104.564;VESTIDO FEM REGATA MIDI BABADO PATBO;PRETO/BRANCO - 36;1;904,54;1.999,03;27.01.2017;; R$ 904,54 ;1999,03
104.561;VESTIDO FEM ML CURTO BABADO BICOLOR PATBO;PRETO - 36;2;864,64;1.909,00;27.01.2017;; R$ 1.729,28 ;3818
104.565;VESTIDO FEM REGATA MIDI ESTAMPADO PATBO;OFF WHITE/PRETO - 38;1;1.313,64;2.898,94;27.01.2017;; R$ 1.313,64 ;2898,94
104.565;VESTIDO FEM REGATA MIDI ESTAMPADO PATBO;OFF WHITE/PRETO - 40;1;1.313,64;2.898,94;27.01.2017;; R$ 1.313,64 ;2898,94
104.568;COLETE LONGO SKAZI;OFF WHITE - P;1;389,9;858,99;28.01.2017;; R$ 389,90 ;858,99
104.568;COLETE LONGO SKAZI;OFF WHITE - PP;1;389,9;858,99;28.01.2017;; R$ 389,90 ;858,99
104.568;COLETE LONGO SKAZI;OFF WHITE - M;1;389,9;858,99;28.01.2017;; R$ 389,90 ;858,99
104.569;VESTIDO FEM ML CURTO CREPE C/RENDA LIMITED SKAZI;OFF WHITE - P;1;499,9;1.108,98;28.01.2017;; R$ 499,90 ;1108,98
104.569;VESTIDO FEM ML CURTO CREPE C/RENDA LIMITED SKAZI;OFF WHITE - PP;1;499,9;1.108,98;28.01.2017;; R$ 499,90 ;1108,98
104.562;BODY FEM FRENTE UN PATBO;PRETO/DOURADO - 36;2;313,64;699,01;27.01.2017;; R$ 627,28 ;1398,02
104.575;SAIA FEM MIDI DET. ZIPER PATBO;CHUMBO - 36;1;450;999;01.02.2017;; R$ 450,00 ;999
104.572;BLUSA FEM MG 3/4 C/ ELASTICO SILKY GRECIA SKAZI;PRETO/OFFWITE - PP;1;239,9;529;28.01.2017;; R$ 239,90 ;529
104.572;BLUSA FEM MG 3/4 C/ ELASTICO SILKY GRECIA SKAZI;PRETO/OFFWITE - M;1;239,9;529;28.01.2017;; R$ 239,90 ;529
104.572;BLUSA FEM MG 3/4 C/ ELASTICO SILKY GRECIA SKAZI;PRETO/OFFWITE - P;1;239,9;529;28.01.2017;; R$ 239,90 ;529
104.553;SAIA FEM MIDI ESTAMPADA PATBO;PRETO/OFFWITE - 38;1;545,45;1.208,99;26.01.2017;; R$ 545,45 ;1208,99
104.553;SAIA FEM MIDI ESTAMPADA PATBO;PRETO/OFFWITE - 34;1;545,45;1.208,99;26.01.2017;; R$ 545,45 ;1208,99
104.573;CALCA FEM CREPE C/ BABADOS SKAZI;PRETO - P;1;399,9;889,02;28.01.2017;; R$ 399,90 ;889,02
104.573;CALCA FEM CREPE C/ BABADOS SKAZI;PRETO - M;1;399,9;889,02;28.01.2017;; R$ 399,90 ;889,02
104.573;CALCA FEM CREPE C/ BABADOS SKAZI;PRETO - PP;1;399,9;889,02;28.01.2017;; R$ 399,90 ;889,02
104.573;CALCA FEM CREPE C/ BABADOS SKAZI;OFF WHITE - P;1;399,9;889,02;28.01.2017;; R$ 399,90 ;889,02
104.573;CALCA FEM CREPE C/ BABADOS SKAZI;OFF WHITE - PP;1;399,9;889,02;28.01.2017;; R$ 399,90 ;889,02
104.573;CALCA FEM CREPE C/ BABADOS SKAZI;OFF WHITE - M;1;399,9;889,02;28.01.2017;; R$ 399,90 ;889,02
104.562;BODY FEM FRENTE UN PATBO;PRETO/DOURADO - 38;1;313,64;699,01;27.01.2017;; R$ 313,64 ;699,01
104.576;SAIA FEM MDI PATBO;PRATA - 38;1;545,45;1.208,99;01.02.2017;; R$ 545,45 ;1208,99
104.576;SAIA FEM MDI PATBO;DOURADO - 34;1;545,45;1.208,99;01.02.2017;; R$ 545,45 ;1208,99
104.576;SAIA FEM MDI PATBO;DOURADO - 38;1;545,45;1.208,99;01.02.2017;; R$ 545,45 ;1208,99
104.581;CASACO FEM CURTO ML VELOUR PESPONTAO MALISE;VERMELHO - 42;1;295;709;01.02.2017;; R$ 295,00 ;709
104.581;CASACO FEM CURTO ML VELOUR PESPONTAO MALISE;VERMELHO - 44;1;295;709;01.02.2017;; R$ 295,00 ;709
104.581;CASACO FEM CURTO ML VELOUR PESPONTAO MALISE;VERMELHO - 36;1;295;709;01.02.2017;; R$ 295,00 ;709
104.581;CASACO FEM CURTO ML VELOUR PESPONTAO MALISE;VERMELHO - 34;1;295;709;01.02.2017;; R$ 295,00 ;709
104.581;CASACO FEM CURTO ML VELOUR PESPONTAO MALISE;PRETO - 38;1;295;709;01.02.2017;; R$ 295,00 ;709
104.582;BLUSA FEM REGATA GOLINHA LASTEX LITT;NUDI - 38;1;135;329;03.02.2017;; R$ 135,00 ;329
104.582;BLUSA FEM REGATA GOLINHA LASTEX LITT;NUDI - 40;1;135;329;03.02.2017;; R$ 135,00 ;329
104.582;BLUSA FEM REGATA GOLINHA LASTEX LITT;NUDI - 42;1;135;329;03.02.2017;; R$ 135,00 ;329
104.584;BLUSA FEM GOLA ALTA EST.  BABADINHO POP CUT LITT;MULTI CORES - 40;1;181;439;03.02.2017;; R$ 181,00 ;439
104.584;BLUSA FEM GOLA ALTA EST.  BABADINHO POP CUT LITT;MULTI CORES - 36;1;181;439;03.02.2017;; R$ 181,00 ;439
104.584;BLUSA FEM GOLA ALTA EST.  BABADINHO POP CUT LITT;MULTI CORES - 38;1;181;439;03.02.2017;; R$ 181,00 ;439
104.584;BLUSA FEM GOLA ALTA EST.  BABADINHO POP CUT LITT;MULTI CORES - 42;1;181;439;03.02.2017;; R$ 181,00 ;439
104.583;VESTIDO FEM ML CURTO ESTAMPADO BABADO LITT;MULTI CORES - 36;1;249;598,99;03.02.2017;; R$ 249,00 ;598,99
104.583;VESTIDO FEM ML CURTO ESTAMPADO BABADO LITT;MULTI CORES - 38;1;249;598,99;03.02.2017;; R$ 249,00 ;598,99
104.583;VESTIDO FEM ML CURTO ESTAMPADO BABADO LITT;MULTI CORES - 40;1;249;598,99;03.02.2017;; R$ 249,00 ;598,99
104.585;SAIA FEM FENDA TACHA JO JOHN JOHN;CHUMBO - P;1;167,27;367,99;03.02.2017;; R$ 167,27 ;367,99
104.587;VESTIDO FEM CURTO MG MORCEGO BORD. PEDRAS JOHN JOHN;PRATA/AZUL - P;1;1.044,55;2.298,01;03.02.2017;; R$ 1.044,55 ;2298,01
104.586;VESTIDO FEM ALCA CURTO BORDADO PEDRAS JOHN JOHN;PRETO - P;2;908,18;1.998,00;03.02.2017;; R$ 1.816,36 ;3996
104.586;VESTIDO FEM ALCA CURTO BORDADO PEDRAS JOHN JOHN;PRETO - M;1;908,18;1.998,00;03.02.2017;; R$ 908,18 ;1998
104.588;CALCA MASC SKINNY DOWA JOHN JOHN;JEANS - 40;1;167,27;367,99;03.02.2017;; R$ 167,27 ;367,99
104.576;SAIA FEM MDI PATBO;DOURADO - 42;1;545,45;1.208,99;01.02.2017;; R$ 545,45 ;1208,99
104.576;SAIA FEM MDI PATBO;DOURADO - 40;1;545,45;1.208,99;01.02.2017;; R$ 545,45 ;1208,99
104.590;CAMISETA MASC MC LONG BASIC JOHN JOHN;PRETO - P;1;62,73;138;03.02.2017;; R$ 62,73 ;138
104.591;CAMISETA MASC MC EST. RG SATURN JOHN JOHN;PRETO - G;1;108,18;238;03.02.2017;; R$ 108,18 ;238
104.563;BLUSA FEM CROPPED ML PATBO;PRETO - 36;1;727,27;1.609,01;27.01.2017;; R$ 727,27 ;1609,01
104.601;CAMISA MASC ML TRICOLINE LYCRA SLIM ITALIAN ELLUS;AZUL CLARO - M;1;125,33;279;07.02.2017;; R$ 125,33 ;279
104.601;CAMISA MASC ML TRICOLINE LYCRA SLIM ITALIAN ELLUS;AZUL CLARO - GG;1;125,33;279;07.02.2017;; R$ 125,33 ;279
104.601;CAMISA MASC ML TRICOLINE LYCRA SLIM ITALIAN ELLUS;BRANCO - G;1;125,33;279;07.02.2017;; R$ 125,33 ;279
104.601;CAMISA MASC ML TRICOLINE LYCRA SLIM ITALIAN ELLUS;BRANCO - GG;1;125,33;279;07.02.2017;; R$ 125,33 ;279
104.602;CALCA FRENCH TERRY PANTS ELLUS;PRETO - 38;1;205,17;459;07.02.2017;; R$ 205,17 ;459
104.602;CALCA FRENCH TERRY PANTS ELLUS;PRETO - 40;2;205,17;459;07.02.2017;; R$ 410,34 ;918
104.602;CALCA FRENCH TERRY PANTS ELLUS;PRETO - 42;1;205,17;459;07.02.2017;; R$ 205,17 ;459
104.605;BLUSA FEM RAGATA EST. BASIC WINE JOHN JOHN;VINHO - PP;1;62,73;138;07.02.2017;; R$ 62,73 ;138
104.604;VESTIDO FEM REGATA CURTO BE YOU WINE JOHN JOHN;VINHO - P;1;153,64;337,99;07.02.2017;; R$ 153,64 ;337,99
104.604;VESTIDO FEM REGATA CURTO BE YOU WINE JOHN JOHN;VINHO - M;1;153,64;337,99;07.02.2017;; R$ 153,64 ;337,99
104.608;SHORTS FEM BOY CAIRO JOHN JOHN;PRETO - 34;1;108,18;238;07.02.2017;; R$ 108,18 ;238
106.129;MALA MASC DE COURO ASA METAL ELLUS;PRETO - UN;1;380,04;839,01;08.05.2017;; R$ 380,04 ;839,01
104.606;BLUSA FEM MC EST. METAL BLACK JOHN JOHN;PRETO - M;1;62,73;138;07.02.2017;; R$ 62,73 ;138
104.606;BLUSA FEM MC EST. METAL BLACK JOHN JOHN;PRETO - P;1;62,73;138;07.02.2017;; R$ 62,73 ;138
104.606;BLUSA FEM MC EST. METAL BLACK JOHN JOHN;PRETO - PP;1;62,73;138;07.02.2017;; R$ 62,73 ;138
104.609;BLUSA FEM MC EST. HURRICANE JOHN JOHN;OFF WHITE - PP;1;76,36;168;07.02.2017;; R$ 76,36 ;168
104.607;COLETE FEM MAYA ZIPER JOHN JOHN;PRETO - P;1;317,27;697,99;07.02.2017;; R$ 317,27 ;697,99
104.607;COLETE FEM MAYA ZIPER JOHN JOHN;PRETO - PP;1;317,27;697,99;07.02.2017;; R$ 317,27 ;697,99
104.607;COLETE FEM MAYA ZIPER JOHN JOHN;PRETO - M;1;317,27;697,99;07.02.2017;; R$ 317,27 ;697,99
104.610;JAQUETA FEM ML DET ZIPER PELO INTERNO SNOW JOHN JOHN;OFF WHITE - P;1;453,64;998,01;07.02.2017;; R$ 453,64 ;998,01
104.617;SAIA FEM LONGA BIANCA LISTRADA JOHN JOHN;PRETO/BRANCO - PP;2;317,27;697,99;07.02.2017;; R$ 634,54 ;1395,98
104.617;SAIA FEM LONGA BIANCA LISTRADA JOHN JOHN;PRETO/BRANCO - P;1;317,27;697,99;07.02.2017;; R$ 317,27 ;697,99
104.612;CALCA MASC CHINO ALGODAO/ ELASTANO VR;MARINHO - 40;1;174,8;389;07.02.2017;; R$ 174,80 ;389
104.612;CALCA MASC CHINO ALGODAO/ ELASTANO VR;MARINHO - 44;1;174,8;389;07.02.2017;; R$ 174,80 ;389
104.612;CALCA MASC CHINO ALGODAO/ ELASTANO VR;VERDE - 40;2;174,8;389;07.02.2017;; R$ 349,60 ;778
104.612;CALCA MASC CHINO ALGODAO/ ELASTANO VR;VERDE - 38;1;174,8;389;07.02.2017;; R$ 174,80 ;389
104.612;CALCA MASC CHINO ALGODAO/ ELASTANO VR;VERDE - 42;1;174,8;389;07.02.2017;; R$ 174,80 ;389
104.612;CALCA MASC CHINO ALGODAO/ ELASTANO VR;GRAFITE - 46;1;174,8;389;07.02.2017;; R$ 174,80 ;389
104.618;VESTIDO FEM MC CURTO LISTRADO JOHN JOHN;VERMELHO - P;1;212,73;468,01;07.02.2017;; R$ 212,73 ;468,01
104.613;CALCA MASC SKINNY ROSALIE JOHN JOHN;JEANS - 38;1;167,27;367,99;07.02.2017;; R$ 167,27 ;367,99
104.613;CALCA MASC SKINNY ROSALIE JOHN JOHN;JEANS - 40;2;167,27;367,99;07.02.2017;; R$ 334,54 ;735,98
104.613;CALCA MASC SKINNY ROSALIE JOHN JOHN;JEANS - 44;1;167,27;367,99;07.02.2017;; R$ 167,27 ;367,99
104.615;CAMISETA MASC MC ESTAMPADA JJ BASIC JOHN JOHN;AZUL - P;1;62,73;138;07.02.2017;; R$ 62,73 ;138
104.615;CAMISETA MASC MC ESTAMPADA JJ BASIC JOHN JOHN;AZUL - G;1;62,73;138;07.02.2017;; R$ 62,73 ;138
104.615;CAMISETA MASC MC ESTAMPADA JJ BASIC JOHN JOHN;AZUL - GG;1;62,73;138;07.02.2017;; R$ 62,73 ;138
104.615;CAMISETA MASC MC ESTAMPADA JJ BASIC JOHN JOHN;CORAL - P;2;62,73;138;07.02.2017;; R$ 125,46 ;276
104.615;CAMISETA MASC MC ESTAMPADA JJ BASIC JOHN JOHN;CORAL - GG;1;62,73;138;07.02.2017;; R$ 62,73 ;138
104.576;SAIA FEM MDI PATBO;DOURADO - 36;1;545,45;1.208,99;01.02.2017;; R$ 545,45 ;1208,99
104.622;VESTIDO FEM LONGO ML ESTAMPADO PATBO;PRETO/BRANCO - 38;1;1.000,00;2.209,00;07.02.2017;; R$ 1.000,00 ;2209
104.622;VESTIDO FEM LONGO ML ESTAMPADO PATBO;PRETO/BRANCO - 36;1;1.000,00;2.209,00;07.02.2017;; R$ 1.000,00 ;2209
104.621;CAMISA FEM ML ESTAMPADA PATBO;MULTI CORES - 36;1;545,45;1.208,99;07.02.2017;; R$ 545,45 ;1208,99
106.910;BOLSA FEM LOW GRANDE SINTETICOS AREZZO;CARAMELO - UN;1;129,95;289;04.10.2017;; R$ 129,95 ;289
104.571;BLUSA FEM ML POLY SPAN SKAZI;PRETO - PP;1;299,9;668,99;28.01.2017;; R$ 299,90 ;668,99
104.623;BODY FEM RECORTES SKAZI;VERDE - M;1;299,9;668,99;07.02.2017;; R$ 299,90 ;668,99
104.623;BODY FEM RECORTES SKAZI;VERDE - P;1;299,9;668,99;07.02.2017;; R$ 299,90 ;668,99
104.623;BODY FEM RECORTES SKAZI;VERDE - PP;1;299,9;668,99;07.02.2017;; R$ 299,90 ;668,99
104.624;VESTIDO FEM ML CURTO CREPE DET. QUADRICULADO SKAZI;OFF WHITE - PP;1;489,9;1.079,00;07.02.2017;; R$ 489,90 ;1079
104.624;VESTIDO FEM ML CURTO CREPE DET. QUADRICULADO SKAZI;OFF WHITE - P;1;489,9;1.079,00;07.02.2017;; R$ 489,90 ;1079
104.625;MACACAO FEM ML LONGO POLY SPAN DET. BOMBE SKAZI;PRETO - M;1;599,9;1.329,02;07.02.2017;; R$ 599,90 ;1329,02
104.625;MACACAO FEM ML LONGO POLY SPAN DET. BOMBE SKAZI;PRETO - P;1;599,9;1.329,02;07.02.2017;; R$ 599,90 ;1329,02
104.626;CAMISA FEM ML C/ CHALE DE CREPE SILKY SKAZI;OFF WHITE - G;1;249,9;559;07.02.2017;; R$ 249,90 ;559
104.626;CAMISA FEM ML C/ CHALE DE CREPE SILKY SKAZI;OFF WHITE - M;1;249,9;559;07.02.2017;; R$ 249,90 ;559
104.626;CAMISA FEM ML C/ CHALE DE CREPE SILKY SKAZI;OFF WHITE - P;1;249,9;559;07.02.2017;; R$ 249,90 ;559
104.628;BODY FEM ML TRANCADO LITT;NUDI - 40;1;159;388,99;08.02.2017;; R$ 159,00 ;388,99
104.628;BODY FEM ML TRANCADO LITT;NUDI - 38;1;159;388,99;08.02.2017;; R$ 159,00 ;388,99
104.627;MACACAO FEM ML LONGO BORDADO PEFRAS SKAZI;PRETO - P;1;799,9;1.768,98;07.02.2017;; R$ 799,90 ;1768,98
104.633;VESTIDO FEM FRENTE UN MIDI ESTAMPADO POP ART LITT;MULTI CORES - 38;1;327;788,99;08.02.2017;; R$ 327,00 ;788,99
104.633;VESTIDO FEM FRENTE UN MIDI ESTAMPADO POP ART LITT;MULTI CORES - 36;1;327;788,99;08.02.2017;; R$ 327,00 ;788,99
104.629;VESTIDO FEM ALCA LONGO EST.  BABADO LITT;AZUL - 38;1;329;799,01;08.02.2017;; R$ 329,00 ;799,01
104.629;VESTIDO FEM ALCA LONGO EST.  BABADO LITT;AZUL - 40;1;329;799,01;08.02.2017;; R$ 329,00 ;799,01
104.582;BLUSA FEM REGATA GOLINHA LASTEX LITT;BIC - 40;1;135;329;03.02.2017;; R$ 135,00 ;329
104.630;VESTIDO FEM ALCA LONGO PATI RENDA LITT;NUDI - 38;1;298;719,01;08.02.2017;; R$ 298,00 ;719,01
104.635;BLUSA FEM REGATA GOLA PLISSADA LITT;OFF WHITE - 42;1;139;338,99;08.02.2017;; R$ 139,00 ;338,99
104.635;BLUSA FEM REGATA GOLA PLISSADA LITT;OFF WHITE - 38;1;139;338,99;08.02.2017;; R$ 139,00 ;338,99
104.635;BLUSA FEM REGATA GOLA PLISSADA LITT;OFF WHITE - 36;2;139;338,99;08.02.2017;; R$ 278,00 ;677,98
104.630;VESTIDO FEM ALCA LONGO PATI RENDA LITT;VERDE - 36;1;298;719,01;08.02.2017;; R$ 298,00 ;719,01
104.630;VESTIDO FEM ALCA LONGO PATI RENDA LITT;VERDE - 40;1;298;719,01;08.02.2017;; R$ 298,00 ;719,01
104.630;VESTIDO FEM ALCA LONGO PATI RENDA LITT;VERDE - 38;1;298;719,01;08.02.2017;; R$ 298,00 ;719,01
104.637;VESTIDO FEM ML CURTO MALHA BLOCADO SHOULDER;PRETO/CINZA - PP;1;119,14;259;08.02.2017;; R$ 119,14 ;259
104.640;VESTIDO FEM MC MIDI ESTAMPADO FLUIDO CREPE SHOULDER;PRETO - PP;1;220,34;479;08.02.2017;; R$ 220,34 ;479
104.640;VESTIDO FEM MC MIDI ESTAMPADO FLUIDO CREPE SHOULDER;PRETO - P;1;220,34;479;08.02.2017;; R$ 220,34 ;479
104.642;BLUSA FEM REGATA TRICOT GOLA ALTA SHOULDER;BERINGELA - G;1;91,54;199;08.02.2017;; R$ 91,54 ;199
104.643;BLAZER FEM ML SHOULDER;PRETO - 42;1;220,34;479;08.02.2017;; R$ 220,34 ;479
104.643;BLAZER FEM ML SHOULDER;PRETO - 38;1;220,34;479;08.02.2017;; R$ 220,34 ;479
104.641;CAMISA FEM ML CHIFFON SHOULDER;OFF WHITE - 40;1;155,94;339;08.02.2017;; R$ 155,94 ;339
104.641;CAMISA FEM ML CHIFFON SHOULDER;OFF WHITE - 42;1;155,94;339;08.02.2017;; R$ 155,94 ;339
104.643;BLAZER FEM ML SHOULDER;PRETO - 40;1;220,34;479;08.02.2017;; R$ 220,34 ;479
104.644;VESTIDO FEM ALCA MIDI CJ C/ CINTO ESTAMPADO SHOULDER;VERMELHO/ROSE - G;1;257,14;559;08.02.2017;; R$ 257,14 ;559
104.646;VESTIDO FEM EVASE ML CREPE EST. CJ C/FORRO SHOULDER;PRETO/BRANCO - M;1;183,54;399;08.02.2017;; R$ 183,54 ;399
104.647;CALCA FEM ABERTURA NA FRENTE POP UP;PRETO - 34;1;165,14;359;08.02.2017;; R$ 165,14 ;359
104.647;CALCA FEM ABERTURA NA FRENTE POP UP;PRETO - 40;1;165,14;359;08.02.2017;; R$ 165,14 ;359
104.646;VESTIDO FEM EVASE ML CREPE EST. CJ C/FORRO SHOULDER;PRETO/BRANCO - GG;1;183,54;399;08.02.2017;; R$ 183,54 ;399
104.646;VESTIDO FEM EVASE ML CREPE EST. CJ C/FORRO SHOULDER;PRETO/BRANCO - PP;1;183,54;399;08.02.2017;; R$ 183,54 ;399
