CODPRO;NOMEPRO;DESCPROCORTAM;ESTPROCORTAM;PRCOMPRAPRO;PRVENDAPRO;DTCADPRO;;;
122.512;CALCINHA FEM FIO DENTAL DUPLO COLCCI LANGERIE;BRANCO - G;2;29,5;79;23.03.2021;; R$ 59,00 ;158
122.512;CALCINHA FEM FIO DENTAL DUPLO COLCCI LANGERIE;PRETO - P;2;29,5;79;23.03.2021;; R$ 59,00 ;158
122.512;CALCINHA FEM FIO DENTAL DUPLO COLCCI LANGERIE;PRETO - M;4;29,5;79;23.03.2021;; R$ 118,00 ;316
122.512;CALCINHA FEM FIO DENTAL DUPLO COLCCI LANGERIE;PRETO - G;1;29,5;79;23.03.2021;; R$ 29,50 ;79
122.512;CALCINHA FEM FIO DENTAL DUPLO COLCCI LANGERIE;ROSA CANDYLAND - P;1;29,5;79;23.03.2021;; R$ 29,50 ;79
122.512;CALCINHA FEM FIO DENTAL DUPLO COLCCI LANGERIE;ROSA CANDYLAND - M;1;29,5;79;23.03.2021;; R$ 29,50 ;79
122.512;CALCINHA FEM FIO DENTAL DUPLO COLCCI LANGERIE;ROSA CANDYLAND - G;1;29,5;79;23.03.2021;; R$ 29,50 ;79
122.513;CALCA MOLETOM FEM ESCRITAS COLCCI;PRETO - M;1;133,01;299,01;23.03.2021;; R$ 133,01 ;299,01
122.520;CALCA FEM SARJA PANTALONA COLCCI;OFF SHELL - 36;2;149,96;337,01;24.03.2021;; R$ 299,92 ;674,02
122.514;TOP FEM ALCA CRUZADA NAS COSTAS COLCCI LANGERIE;ROSA CANDYLAND - P;1;54,95;139;23.03.2021;; R$ 54,95 ;139
122.514;TOP FEM ALCA CRUZADA NAS COSTAS COLCCI LANGERIE;ROSA CANDYLAND - M;2;54,95;139;23.03.2021;; R$ 109,90 ;278
122.514;TOP FEM ALCA CRUZADA NAS COSTAS COLCCI LANGERIE;PRETO - M;2;54,95;139;23.03.2021;; R$ 109,90 ;278
122.514;TOP FEM ALCA CRUZADA NAS COSTAS COLCCI LANGERIE;PRETO - G;1;54,95;139;23.03.2021;; R$ 54,95 ;139
122.514;TOP FEM ALCA CRUZADA NAS COSTAS COLCCI LANGERIE;BRANCO - M;1;54,95;139;23.03.2021;; R$ 54,95 ;139
122.514;TOP FEM ALCA CRUZADA NAS COSTAS COLCCI LANGERIE;BRANCO - G;1;54,95;139;23.03.2021;; R$ 54,95 ;139
122.516;TOP FEM BRALETTE ALGODAO COLCCI LANGERIE;BRANCO - P;1;60,41;149;23.03.2021;; R$ 60,41 ;149
122.516;TOP FEM BRALETTE ALGODAO COLCCI LANGERIE;PRETO - P;1;60,41;149;23.03.2021;; R$ 60,41 ;149
122.516;TOP FEM BRALETTE ALGODAO COLCCI LANGERIE;PRETO - M;2;60,41;149;23.03.2021;; R$ 120,82 ;298
122.516;TOP FEM BRALETTE ALGODAO COLCCI LANGERIE;PRETO - G;1;60,41;149;23.03.2021;; R$ 60,41 ;149
122.517;TOP FEM SPORTY COM BOJO COLCCI LANGERIE;MESCLA GRAFITE - P;1;53,14;129;23.03.2021;; R$ 53,14 ;129
122.520;CALCA FEM SARJA PANTALONA COLCCI;OFF SHELL - 38;1;149,96;337,01;24.03.2021;; R$ 149,96 ;337,01
122.776;BLUSA FEM ML INFANTIL MOLETOM LOGO ABLISHED CALVIN KLEIN;PRETO - 12;1;94,76;229;07.04.2021;; R$ 94,76 ;229
122.521;BLUSA MASC ML MOLETOM COM CAPUZ LOGO LEVIS;CINZA - P;3;113;279;24.03.2021;; R$ 339,00 ;837
122.521;BLUSA MASC ML MOLETOM COM CAPUZ LOGO LEVIS;CINZA - G;1;113;279;24.03.2021;; R$ 113,00 ;279
122.519;CALCINHA FEM ELAST.PERSONALIZADO COLCCI LANGERIE;ROSA CANDYLAND - P;1;29,5;79;23.03.2021;; R$ 29,50 ;79
122.519;CALCINHA FEM ELAST.PERSONALIZADO COLCCI LANGERIE;ROSA CANDYLAND - M;2;29,5;79;23.03.2021;; R$ 59,00 ;158
122.519;CALCINHA FEM ELAST.PERSONALIZADO COLCCI LANGERIE;ROSA CANDYLAND - G;1;29,5;79;23.03.2021;; R$ 29,50 ;79
122.519;CALCINHA FEM ELAST.PERSONALIZADO COLCCI LANGERIE;PRETO - P;1;29,5;79;23.03.2021;; R$ 29,50 ;79
122.519;CALCINHA FEM ELAST.PERSONALIZADO COLCCI LANGERIE;PRETO - M;2;29,5;79;23.03.2021;; R$ 59,00 ;158
122.519;CALCINHA FEM ELAST.PERSONALIZADO COLCCI LANGERIE;PRETO - G;2;29,5;79;23.03.2021;; R$ 59,00 ;158
122.519;CALCINHA FEM ELAST.PERSONALIZADO COLCCI LANGERIE;BRANCO - P;1;29,5;79;23.03.2021;; R$ 29,50 ;79
122.519;CALCINHA FEM ELAST.PERSONALIZADO COLCCI LANGERIE;BRANCO - M;1;29,5;79;23.03.2021;; R$ 29,50 ;79
122.519;CALCINHA FEM ELAST.PERSONALIZADO COLCCI LANGERIE;BRANCO - G;2;29,5;79;23.03.2021;; R$ 59,00 ;158
122.521;BLUSA MASC ML MOLETOM COM CAPUZ LOGO LEVIS;CINZA - XGG;1;113;279;24.03.2021;; R$ 113,00 ;279
125.960;CROPPED FEM STONE E ASA MC ELLUS FEMININO;NUDE - P;1;60,9;149;27.12.2021;; R$ 60,90 ;149
122.522;CALCA JEANS FEM KAREM DET.FAIXA COLCCI;PRETO - 36;1;217,76;490;24.03.2021;; R$ 217,76 ;490
122.522;CALCA JEANS FEM KAREM DET.FAIXA COLCCI;PRETO - 38;1;217,76;490;24.03.2021;; R$ 217,76 ;490
122.523;MOLETOM FEM ML BOLSO COM CAPUZ LOGO LEVIS;CINZA - M;1;113;279;24.03.2021;; R$ 113,00 ;279
122.525;CAMISA POLO MASC MC COLCCI;AZUL LIFE - M;2;76,94;173;24.03.2021;; R$ 153,88 ;346
122.525;CAMISA POLO MASC MC COLCCI;AZUL LIFE - G;1;76,94;173;24.03.2021;; R$ 76,94 ;173
122.529;CAMISETA FEM MC LOGO ESTAMPA FLORES LEVIS;BRANCO - GG;1;52,13;129;24.03.2021;; R$ 52,13 ;129
122.530;CAMISETA FEM MC ESCRITA SINCE 1873 LEVIS;AMARELO - PP;1;52,13;129;24.03.2021;; R$ 52,13 ;129
122.532;CAMISETA MASC MC ESCRITA SINCE 1873 LEVIS;PRETO - G;1;43,43;109;24.03.2021;; R$ 43,43 ;109
122.532;CAMISETA MASC MC ESCRITA SINCE 1873 LEVIS;PRETO - M;2;43,43;109;24.03.2021;; R$ 86,86 ;218
122.531;CAMISA MASC POLO MC COLCCI;VERMELHO IFE - GG;1;76,94;173;24.03.2021;; R$ 76,94 ;173
122.278;CAMISA MASC ML FIT COLCCI;AZUL LIFE - P;1;155,17;348,99;15.03.2021;; R$ 155,17 ;348,99
122.278;CAMISA MASC ML FIT COLCCI;AZUL LIFE - M;1;155,17;348,99;15.03.2021;; R$ 155,17 ;348,99
122.278;CAMISA MASC ML FIT COLCCI;AZUL LIFE - G;1;155,17;348,99;15.03.2021;; R$ 155,17 ;348,99
122.278;CAMISA MASC ML FIT COLCCI;AZUL LIFE - GG;1;155,17;348,99;15.03.2021;; R$ 155,17 ;348,99
122.533;BLUSA FEM MC BUFANTE DECOTE V COLCCI;OFF SHELL - PP;1;89,97;203;24.03.2021;; R$ 89,97 ;203
122.532;CAMISETA MASC MC ESCRITA SINCE 1873 LEVIS;PRETO - P;2;43,43;109;24.03.2021;; R$ 86,86 ;218
122.533;BLUSA FEM MC BUFANTE DECOTE V COLCCI;VERDE RATIVO - PP;1;89,97;203;24.03.2021;; R$ 89,97 ;203
122.533;BLUSA FEM MC BUFANTE DECOTE V COLCCI;OFF SHELL - P;2;89,97;203;24.03.2021;; R$ 179,94 ;406
122.533;BLUSA FEM MC BUFANTE DECOTE V COLCCI;VERDE RATIVO - P;1;89,97;203;24.03.2021;; R$ 89,97 ;203
122.533;BLUSA FEM MC BUFANTE DECOTE V COLCCI;OFF SHELL - M;1;89,97;203;24.03.2021;; R$ 89,97 ;203
122.523;MOLETOM FEM ML BOLSO COM CAPUZ LOGO LEVIS;CINZA - P;2;113;279;24.03.2021;; R$ 226,00 ;558
122.524;CAMISETA MASC MC ESCRITA SINCE 1873 LEVIS;SALMAO - M;1;52,13;129;24.03.2021;; R$ 52,13 ;129
122.534;CAMISETA MASC MC TIE DYE ESTAMPA FLORES LEVIS;AMARELO TIE DYE - M;3;60,83;149;24.03.2021;; R$ 182,49 ;447
122.534;CAMISETA MASC MC TIE DYE ESTAMPA FLORES LEVIS;AMARELO TIE DYE - P;2;60,83;149;24.03.2021;; R$ 121,66 ;298
122.534;CAMISETA MASC MC TIE DYE ESTAMPA FLORES LEVIS;AMARELO TIE DYE - GG;1;60,83;149;24.03.2021;; R$ 60,83 ;149
122.527;CAMISA MASC MC POLO LOGO BORDADO LEVIS;VERMELHO - P;1;69,52;179;24.03.2021;; R$ 69,52 ;179
122.536;BLUSA FEM MC BORDADO COGUMELO LEVIS;AMARELO TIE DYE - PP;1;69,52;169;24.03.2021;; R$ 69,52 ;169
122.536;BLUSA FEM MC BORDADO COGUMELO LEVIS;AMARELO TIE DYE - P;3;69,52;169;24.03.2021;; R$ 208,56 ;507
122.535;BLUSA MASC ML MOLETOM COM CAPUZ TIE DYE LEVIS;VERDE TIE DYE - M;1;147,78;359;24.03.2021;; R$ 147,78 ;359
122.536;BLUSA FEM MC BORDADO COGUMELO LEVIS;AMARELO TIE DYE - M;3;69,52;169;24.03.2021;; R$ 208,56 ;507
122.538;CAMISETA MASC MC ALGODAO LEVIS;1 BRANCA / 1 CINZA - PP;1;47,78;129;24.03.2021;; R$ 47,78 ;129
122.537;CAMISA POLO MASC MC COLCCI;VERDE CILANTRO - G;1;76,94;173;24.03.2021;; R$ 76,94 ;173
122.526;CAMISETA FEM MC LOGO BORDADO LEVIS;PRETO - P;2;43,43;109;24.03.2021;; R$ 86,86 ;218
122.540;CALCINHA FEM FIO DENTAL CORTE A LASER CALVIN KLEIN;BEGE - G;1;26,82;69;25.03.2021;; R$ 26,82 ;69
122.528;CAMISETA FEM MC CROPPED ESTAMPA FLORES LEVIS;AMARELO - PP;2;60,83;149;24.03.2021;; R$ 121,66 ;298
122.528;CAMISETA FEM MC CROPPED ESTAMPA FLORES LEVIS;AMARELO - P;3;60,83;149;24.03.2021;; R$ 182,49 ;447
122.528;CAMISETA FEM MC CROPPED ESTAMPA FLORES LEVIS;AMARELO - M;2;60,83;149;24.03.2021;; R$ 121,66 ;298
122.539;BLUSA FEM MC CROPPED ESTAMPA CIRCULO FLORES LEVIS;VERDE - M;1;52,13;129;25.03.2021;; R$ 52,13 ;129
122.539;BLUSA FEM MC CROPPED ESTAMPA CIRCULO FLORES LEVIS;VERDE - P;4;52,13;129;25.03.2021;; R$ 208,52 ;516
122.539;BLUSA FEM MC CROPPED ESTAMPA CIRCULO FLORES LEVIS;VERDE - PP;2;52,13;129;25.03.2021;; R$ 104,26 ;258
124.157;VESTIDO FEM ALCINHA CURTO CLUBE DA ONCA FARM;MARROM EST.FLORESTA - G;1;124,5;279;30.06.2021;; R$ 124,50 ;279
122.540;CALCINHA FEM FIO DENTAL CORTE A LASER CALVIN KLEIN;BEGE - M;1;26,82;69;25.03.2021;; R$ 26,82 ;69
122.540;CALCINHA FEM FIO DENTAL CORTE A LASER CALVIN KLEIN;BEGE - P;2;26,82;69;25.03.2021;; R$ 53,64 ;138
122.540;CALCINHA FEM FIO DENTAL CORTE A LASER CALVIN KLEIN;BRANCO - G;2;26,82;69;25.03.2021;; R$ 53,64 ;138
122.540;CALCINHA FEM FIO DENTAL CORTE A LASER CALVIN KLEIN;BRANCO - M;2;26,82;69;25.03.2021;; R$ 53,64 ;138
122.527;CAMISA MASC MC POLO LOGO BORDADO LEVIS;VERMELHO - GG;1;69,52;179;24.03.2021;; R$ 69,52 ;179
122.527;CAMISA MASC MC POLO LOGO BORDADO LEVIS;VERMELHO - M;2;69,52;179;24.03.2021;; R$ 139,04 ;358
122.540;CALCINHA FEM FIO DENTAL CORTE A LASER CALVIN KLEIN;BRANCO - P;1;26,82;69;25.03.2021;; R$ 26,82 ;69
122.014;CARTEIRA MASC MEDIDA NAPA LISO SILK FRONTAL CALVIN KLEIN;MARINHO - UN;1;81,36;199;26.02.2021;; R$ 81,36 ;199
122.521;BLUSA MASC ML MOLETOM COM CAPUZ LOGO LEVIS;CINZA - M;1;113;279;24.03.2021;; R$ 113,00 ;279
122.542;BLUSAO MOLETOM ML FEM ESTAMPA PLUTO COLCCI;LARANJA PARADIS - PP;1;123,77;279;25.03.2021;; R$ 123,77 ;279
122.543;CAMISA MASC ML REG XADR S BOLS MICRO CALVIN KLEIN;AZUL MEDIO - GG;1;154,09;379;25.03.2021;; R$ 154,09 ;379
122.543;CAMISA MASC ML REG XADR S BOLS MICRO CALVIN KLEIN;AZUL MEDIO - P;1;154,09;379;25.03.2021;; R$ 154,09 ;379
122.542;BLUSAO MOLETOM ML FEM ESTAMPA PLUTO COLCCI;OFF SHELL - PP;2;123,77;279;25.03.2021;; R$ 247,54 ;558
122.542;BLUSAO MOLETOM ML FEM ESTAMPA PLUTO COLCCI;PRETO - PP;1;123,77;279;25.03.2021;; R$ 123,77 ;279
122.544;BLUSAO MOLETOM MASC ML COM CAPUZ ESTAMPA MICKEY COLCCI;BEGE GIPSY - PP;1;176,74;399,01;25.03.2021;; R$ 176,74 ;399,01
122.545;BLUSAO MASC ML MOLETOM ESTAMPA TURMA DO MICKEY COLCCI;MESCLA GRAFITE - PP;1;150,13;338,99;25.03.2021;; R$ 150,13 ;338,99
122.545;BLUSAO MASC ML MOLETOM ESTAMPA TURMA DO MICKEY COLCCI;MESCLA GRAFITE - P;2;150,13;338,99;25.03.2021;; R$ 300,26 ;677,98
122.545;BLUSAO MASC ML MOLETOM ESTAMPA TURMA DO MICKEY COLCCI;MESCLA GRAFITE - G;1;150,13;338,99;25.03.2021;; R$ 150,13 ;338,99
122.555;BLUSAO MOLETOM MASC ML COM CAPUZ ESTAMPA MICKEY COLCCI;AZUL LIFE - PP;1;247,9;558,99;25.03.2021;; R$ 247,90 ;558,99
122.542;BLUSAO MOLETOM ML FEM ESTAMPA PLUTO COLCCI;OFF SHELL - M;1;123,77;279;25.03.2021;; R$ 123,77 ;279
122.542;BLUSAO MOLETOM ML FEM ESTAMPA PLUTO COLCCI;PRETO - M;1;123,77;279;25.03.2021;; R$ 123,77 ;279
122.546;BLUSAO MOLETOM FEM ML CROPPED EST TURMA DO MICKEY COLCCI;OFF SHELL - PP;1;159;359,01;25.03.2021;; R$ 159,00 ;359,01
122.546;BLUSAO MOLETOM FEM ML CROPPED EST TURMA DO MICKEY COLCCI;MARROM FEIJO - P;1;159;359,01;25.03.2021;; R$ 159,00 ;359,01
122.547;BLUSAO MOLETOM MASC ML ESTAMPA MICKEY COLCCI;VERMELHO PERSIM - P;1;128,27;289,01;25.03.2021;; R$ 128,27 ;289,01
122.547;BLUSAO MOLETOM MASC ML ESTAMPA MICKEY COLCCI;PRETO - P;1;128,27;289,01;25.03.2021;; R$ 128,27 ;289,01
122.547;BLUSAO MOLETOM MASC ML ESTAMPA MICKEY COLCCI;MESCLA - P;1;128,27;289,01;25.03.2021;; R$ 128,27 ;289,01
122.547;BLUSAO MOLETOM MASC ML ESTAMPA MICKEY COLCCI;VERMELHO PERSIM - M;1;128,27;289,01;25.03.2021;; R$ 128,27 ;289,01
122.548;CAMISA MASC ML NFANTIL LISA S BOLS CALVIN KLEIN;MARINHO - 10;1;94,76;229;25.03.2021;; R$ 94,76 ;229
122.548;CAMISA MASC ML NFANTIL LISA S BOLS CALVIN KLEIN;MARINHO - 12;1;94,76;229;25.03.2021;; R$ 94,76 ;229
122.548;CAMISA MASC ML NFANTIL LISA S BOLS CALVIN KLEIN;MARINHO - 6;1;94,76;229;25.03.2021;; R$ 94,76 ;229
122.548;CAMISA MASC ML NFANTIL LISA S BOLS CALVIN KLEIN;MARINHO - 8;1;94,76;229;25.03.2021;; R$ 94,76 ;229
122.548;CAMISA MASC ML NFANTIL LISA S BOLS CALVIN KLEIN;BRANCO - 12;1;94,76;229;25.03.2021;; R$ 94,76 ;229
122.548;CAMISA MASC ML NFANTIL LISA S BOLS CALVIN KLEIN;BRANCO - 14;1;94,76;229;25.03.2021;; R$ 94,76 ;229
122.548;CAMISA MASC ML NFANTIL LISA S BOLS CALVIN KLEIN;BRANCO - 2;1;94,76;229;25.03.2021;; R$ 94,76 ;229
122.549;CALCA FEM JEANS FIVE POCKETS HIGH RISE BOD CALVIN KLEIN;JEANS MARINHO - 34;1;172,27;419;25.03.2021;; R$ 172,27 ;419
122.549;CALCA FEM JEANS FIVE POCKETS HIGH RISE BOD CALVIN KLEIN;JEANS MARINHO - 38;1;172,27;419;25.03.2021;; R$ 172,27 ;419
122.550;CUECA SAMBA CANCAO MASC TRICOLINE CALVIN KLEIN;BRANCO LETRAS AZUIS  - G;1;63,18;159;25.03.2021;; R$ 63,18 ;159
122.551;CAMISA MASC ML XADR S BOLS CALVIN KLEIN;MARINHO/BRANCO - 12;1;94,76;229;25.03.2021;; R$ 94,76 ;229
122.551;CAMISA MASC ML XADR S BOLS CALVIN KLEIN;MARINHO/BRANCO - 2;1;94,76;229;25.03.2021;; R$ 94,76 ;229
122.551;CAMISA MASC ML XADR S BOLS CALVIN KLEIN;MARINHO/BRANCO - 4;1;94,76;229;25.03.2021;; R$ 94,76 ;229
122.552;TENIS MASC CADARCO BAIXO RUNNER NYLON CALVIN KLEIN;PRETO - 40;1;240,91;579;25.03.2021;; R$ 240,91 ;579
122.552;TENIS MASC CADARCO BAIXO RUNNER NYLON CALVIN KLEIN;PRETO - 41;2;240,91;579;25.03.2021;; R$ 481,82 ;1158
122.552;TENIS MASC CADARCO BAIXO RUNNER NYLON CALVIN KLEIN;PRETO - 42;1;240,91;579;25.03.2021;; R$ 240,91 ;579
122.552;TENIS MASC CADARCO BAIXO RUNNER NYLON CALVIN KLEIN;PRETO - 43;1;240,91;579;25.03.2021;; R$ 240,91 ;579
122.556;BLUSAO MOLETOM FEM ML COM CAPUZ ESTAMPA MICKEY COLCCI;PRETO - PP;2;190,33;429;25.03.2021;; R$ 380,66 ;858
122.556;BLUSAO MOLETOM FEM ML COM CAPUZ ESTAMPA MICKEY COLCCI;PRETO - P;2;190,33;429;25.03.2021;; R$ 380,66 ;858
122.553;TENIS MASC BAIXO RUNNER NYLON LISO COM SILK CALVIN KLEIN;MILITAR COM PRETO - 39;1;226,82;549;25.03.2021;; R$ 226,82 ;549
122.553;TENIS MASC BAIXO RUNNER NYLON LISO COM SILK CALVIN KLEIN;MILITAR COM PRETO - 40;2;226,82;549;25.03.2021;; R$ 453,64 ;1098
122.553;TENIS MASC BAIXO RUNNER NYLON LISO COM SILK CALVIN KLEIN;MILITAR COM PRETO - 41;2;226,82;549;25.03.2021;; R$ 453,64 ;1098
122.553;TENIS MASC BAIXO RUNNER NYLON LISO COM SILK CALVIN KLEIN;MILITAR COM PRETO - 42;1;226,82;549;25.03.2021;; R$ 226,82 ;549
122.553;TENIS MASC BAIXO RUNNER NYLON LISO COM SILK CALVIN KLEIN;MILITAR COM PRETO - 43;1;226,82;549;25.03.2021;; R$ 226,82 ;549
122.555;BLUSAO MOLETOM MASC ML COM CAPUZ ESTAMPA MICKEY COLCCI;AZUL LIFE - P;2;247,9;558,99;25.03.2021;; R$ 495,80 ;1117,98
122.555;BLUSAO MOLETOM MASC ML COM CAPUZ ESTAMPA MICKEY COLCCI;AZUL LIFE - M;1;247,9;558,99;25.03.2021;; R$ 247,90 ;558,99
122.555;BLUSAO MOLETOM MASC ML COM CAPUZ ESTAMPA MICKEY COLCCI;AZUL LIFE - G;1;247,9;558,99;25.03.2021;; R$ 247,90 ;558,99
122.557;CALCA FEM SINTETICO LISA JUSTA BENG 5 POCKETS CALVIN KLEIN;PRETO - 36;2;226,82;549;25.03.2021;; R$ 453,64 ;1098
122.557;CALCA FEM SINTETICO LISA JUSTA BENG 5 POCKETS CALVIN KLEIN;PRETO - 38;3;226,82;549;25.03.2021;; R$ 680,46 ;1647
122.557;CALCA FEM SINTETICO LISA JUSTA BENG 5 POCKETS CALVIN KLEIN;PRETO - 42;1;226,82;549;25.03.2021;; R$ 226,82 ;549
122.558;KIT 3 CUECAS MASC BRIEFS ROYAL/PRETO/BRANCO CALVIN KLEIN;ROYAL/PRETO/BRANCO - G;1;81,36;199;25.03.2021;; R$ 81,36 ;199
122.559;BLUSAO MOLETOM FEM ML CROPPED ESTAMPA MICKEY COLCCI;OFF SHELL - PP;1;106,04;239;25.03.2021;; R$ 106,04 ;239
122.559;BLUSAO MOLETOM FEM ML CROPPED ESTAMPA MICKEY COLCCI;OFF SHELL - M;1;106,04;239;25.03.2021;; R$ 106,04 ;239
122.563;CAMISETA MASC MC ESCRITA SHOW YOUR STYLE CALVIN KLEIN;VERDE - GG;1;67,73;169;26.03.2021;; R$ 67,73 ;169
122.561;CAMISETA MASC MC REGULAR FRASE MEIA PIG CALVIN KLEIN;AZUL MEDIO - G;1;67,73;169;25.03.2021;; R$ 67,73 ;169
122.561;CAMISETA MASC MC REGULAR FRASE MEIA PIG CALVIN KLEIN;AZUL MEDIO - M;2;67,73;169;25.03.2021;; R$ 135,46 ;338
122.562;VESTIDO CURTO MOLETOM FEM ML ESTAMPA MICKEY MANGA COLCCI;MESCLA - PP;1;176,74;399,01;25.03.2021;; R$ 176,74 ;399,01
122.562;VESTIDO CURTO MOLETOM FEM ML ESTAMPA MICKEY MANGA COLCCI;PRETO - PP;1;176,74;399,01;25.03.2021;; R$ 176,74 ;399,01
122.562;VESTIDO CURTO MOLETOM FEM ML ESTAMPA MICKEY MANGA COLCCI;PRETO - P;1;176,74;399,01;25.03.2021;; R$ 176,74 ;399,01
122.562;VESTIDO CURTO MOLETOM FEM ML ESTAMPA MICKEY MANGA COLCCI;PRETO - M;1;176,74;399,01;25.03.2021;; R$ 176,74 ;399,01
122.563;CAMISETA MASC MC ESCRITA SHOW YOUR STYLE CALVIN KLEIN;VERDE - M;2;67,73;169;26.03.2021;; R$ 135,46 ;338
122.563;CAMISETA MASC MC ESCRITA SHOW YOUR STYLE CALVIN KLEIN;CHUMBO - P;1;67,73;169;26.03.2021;; R$ 67,73 ;169
122.564;VESTIDO MIDI FEM MC ESTAMPA DISCOCLUB COLCCI;PRETO ESTAMPADO - P;1;176,74;399,01;26.03.2021;; R$ 176,74 ;399,01
122.564;VESTIDO MIDI FEM MC ESTAMPA DISCOCLUB COLCCI;PRETO ESTAMPADO - M;1;176,74;399,01;26.03.2021;; R$ 176,74 ;399,01
122.565;CAMISA MASC ML REGULAR FIL A FIL CALVIN KLEIN;CINZA CLARO - P;1;154,09;379;26.03.2021;; R$ 154,09 ;379
122.567;VESTIDO CURTO FEM MC ESTAMPA PATO DONALD COLCCI;PRETO - PP;2;96,94;219;26.03.2021;; R$ 193,88 ;438
122.567;VESTIDO CURTO FEM MC ESTAMPA PATO DONALD COLCCI;PRETO - P;1;96,94;219;26.03.2021;; R$ 96,94 ;219
122.566;CAMISETA FEM MC ALGODAO CALVIN KLEIN;ROSA ESCURO - P;1;54,09;139;26.03.2021;; R$ 54,09 ;139
122.566;CAMISETA FEM MC ALGODAO CALVIN KLEIN;PRETO - GG;1;54,09;139;26.03.2021;; R$ 54,09 ;139
122.567;VESTIDO CURTO FEM MC ESTAMPA PATO DONALD COLCCI;PRETO - G;1;96,94;219;26.03.2021;; R$ 96,94 ;219
122.569;VESTIDO CURTO FEM MC ESTAMPA TURMA DO MICKEY COLCCI;LARANJA - PP;1;159,24;359,01;26.03.2021;; R$ 159,24 ;359,01
122.569;VESTIDO CURTO FEM MC ESTAMPA TURMA DO MICKEY COLCCI;LARANJA - M;1;159,24;359,01;26.03.2021;; R$ 159,24 ;359,01
122.540;CALCINHA FEM FIO DENTAL CORTE A LASER CALVIN KLEIN;PRETO - G;2;26,82;69;25.03.2021;; R$ 53,64 ;138
122.540;CALCINHA FEM FIO DENTAL CORTE A LASER CALVIN KLEIN;PRETO - M;2;26,82;69;25.03.2021;; R$ 53,64 ;138
122.540;CALCINHA FEM FIO DENTAL CORTE A LASER CALVIN KLEIN;PRETO - P;2;26,82;69;25.03.2021;; R$ 53,64 ;138
122.572;CAMISETA MASC MC ESTAMPA MICKEY/PATO DONALD COLCCI;BRANCO - PP;1;79,2;179;26.03.2021;; R$ 79,20 ;179
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;MESCLA - 10;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;MESCLA - 12;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;MESCLA - 14;2;42,38;109;26.03.2021;; R$ 84,76 ;218
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;MESCLA - 16;2;42,38;109;26.03.2021;; R$ 84,76 ;218
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;MESCLA - 6;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;MESCLA - 8;2;42,38;109;26.03.2021;; R$ 84,76 ;218
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;PRETO - 10;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;PRETO - 12;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;PRETO - 14;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;PRETO - 16;2;42,38;109;26.03.2021;; R$ 84,76 ;218
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;PRETO - 6;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.570;BLUSA FEM MC INFANTIL CROPPED SILK REISSUE CALVIN KLEIN;PRETO - 8;1;42,38;109;26.03.2021;; R$ 42,38 ;109
122.572;CAMISETA MASC MC ESTAMPA MICKEY/PATO DONALD COLCCI;VERMELHO PERSIM - P;1;79,2;179;26.03.2021;; R$ 79,20 ;179
122.572;CAMISETA MASC MC ESTAMPA MICKEY/PATO DONALD COLCCI;PRETO - P;1;79,2;179;26.03.2021;; R$ 79,20 ;179
122.571;CINTO MASC NAPA LISO SILK RE ISSUE CALVIN KLEIN;PRETO - 100;1;81,36;199;26.03.2021;; R$ 81,36 ;199
122.572;CAMISETA MASC MC ESTAMPA MICKEY/PATO DONALD COLCCI;BRANCO - P;2;79,2;179;26.03.2021;; R$ 158,40 ;358
122.572;CAMISETA MASC MC ESTAMPA MICKEY/PATO DONALD COLCCI;BRANCO - M;1;79,2;179;26.03.2021;; R$ 79,20 ;179
122.573;CAMISA MASC ML SLIM LISO SBOLS CALVIN KLEIN;ROSA CLARO - M;1;145;349;26.03.2021;; R$ 145,00 ;349
122.572;CAMISETA MASC MC ESTAMPA MICKEY/PATO DONALD COLCCI;PRETO - G;1;79,2;179;26.03.2021;; R$ 79,20 ;179
122.573;CAMISA MASC ML SLIM LISO SBOLS CALVIN KLEIN;AZUL CLARO - M;1;145;349;26.03.2021;; R$ 145,00 ;349
122.565;CAMISA MASC ML REGULAR FIL A FIL CALVIN KLEIN;AZUL ESCURO - GG;1;154,09;379;26.03.2021;; R$ 154,09 ;379
